sleeper_id,name,league_position,fantasy_positions,availability_class,nfl_team,nfl_status_raw,gsis_id,join_basis,sleeper_gsis_agrees,identity_status,draft_status,draft_sources_positive,draft_sources_checked,draft_season,draft_round,draft_pick,draft_position,draft_sources_agree,draft_conflict_detail,birth_date,age_2026,entry_season,rookie_season,college,nfl_appearance_seasons,first_appearance_season,last_appearance_season,seasons_since_last_appearance,window_points_last_appearance,dg177_2025_feature_row,dg177_2025_forecast_row,dg177_last_feature_season,dg165_rookie_2026_row,full_nfl_source_reason,full_nfl_last_season_seen,full_nfl_games_2025,route,route_reason,inputs_available
7865,Brandon Smith,WR,WR,practice_squad,PIT,DEV,00-0036775,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,1998-12-10,27.72621492128679,2021.0,2021.0,Iowa,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13011,Brennan Presley,WR,WR,practice_squad,LA,DEV,00-0040597,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,2002-02-02,24.577686516084874,2025.0,2025.0,Oklahoma State,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13674,Chris Hilton,WR,WR,practice_squad,GB,DEV,00-0041179,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2002-10-11,23.890485968514717,2026.0,2026.0,LSU,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13336,Dane Key,WR,WR,practice_squad,DEN,DEV,00-0041293,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2003-07-01,23.170431211498972,2026.0,2026.0,Nebraska; Kentucky,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
8176,Danny Gray,WR,WR,practice_squad,PHI,DEV,00-0037828,sleeper_id,,verified_nfl_join,drafted_verified,3,3,2022.0,3.0,105.0,WR,True,,1999-04-01,27.419575633127995,2022.0,2022.0,SMU,1,2022.0,2022.0,3.0,2.9,False,False,2023.0,False,left_cohort_two_absent_seasons,2022.0,,dormant_drafted,"appeared in 1 window season(s), last 2022; 3 season(s) absent since","draft_season,birth_date,entry_season,college,last_appearance_season,dg177_last_feature_season"
13621,Dillon Bell,WR,WR,practice_squad,MIN,DEV,00-0041342,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2003-11-06,22.819986310746064,2026.0,2026.0,Georgia,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13316,Eric Rivers,WR,WR,practice_squad,TB,DEV,00-0041257,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2002-09-17,23.956194387405887,2026.0,2026.0,Georgia Tech; Florida International; Memphis,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
6045,Gary Jennings,WR,WR,practice_squad,LAC,DEV,00-0035589,sleeper_id,True,verified_nfl_join,drafted_verified,3,3,2019.0,4.0,120.0,WR,True,,1997-03-07,29.48665297741273,2019.0,2019.0,West Virginia,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_drafted,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","draft_season,birth_date,entry_season,college"
13670,Harrison Wallace,WR,WR,practice_squad,ARI,DEV,00-0041368,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2003-04-23,23.359342915811087,2026.0,2026.0,Mississippi; Penn State,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13074,Isaiah Neyor,WR,WR,practice_squad,GB,DEV,00-0040558,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,2001-06-07,25.234770704996578,2025.0,2025.0,Nebraska; Texas; Wyoming,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
12746,JP Richardson,WR,WR,practice_squad,CHI,DEV,00-0040275,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,2002-03-23,24.4435318275154,2025.0,2025.0,TCU; Oklahoma State,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13696,Ja'Mori Maclin,WR,WR,practice_squad,BUF,DEV,00-0041272,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2001-09-22,24.941820670773442,2026.0,2026.0,Kentucky; North Texas; Missouri,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13179,Ja'seem Reed,WR,WR,practice_squad,CAR,DEV,00-0040265,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,2003-03-21,23.449691991786448,2025.0,2025.0,San Diego,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
12925,Jamaal Pritchett,WR,WR,practice_squad,NYJ,DEV,00-0040405,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,2003-06-10,23.227926078028748,2025.0,2025.0,South Alabama; Tuskegee University,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13325,Jordan Hudson,WR,WR,practice_squad,DAL,DEV,00-0040934,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2003-11-22,22.77618069815195,2026.0,2026.0,SMU; TCU,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
12761,Jordan Moore,WR,WR,practice_squad,CIN,DEV,00-0040375,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,2002-04-18,24.372347707049965,2025.0,2025.0,Duke,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
11520,Lucky Jackson,WR,WR,practice_squad,DET,DEV,00-0038181,sleeper_id,,verified_nfl_join,no_draft_record_2_sources,0,2,,,,,,,1997-07-17,29.125256673511295,2023.0,2023.0,Western Kentucky,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13318,Noah Thomas,WR,WR,practice_squad,CIN,DEV,00-0041248,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2004-01-13,22.633812457221083,2026.0,2026.0,Georgia; Texas A&M,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
12475,Ricky White,WR,WR,practice_squad,SEA,DEV,00-0040653,sleeper_id,,verified_nfl_join,drafted_verified,3,3,2025.0,7.0,238.0,WR,True,,2002-02-06,24.566735112936346,2025.0,2025.0,UNLV; Michigan State,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_drafted,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","draft_season,birth_date,entry_season,college"
13356,Trebor Pena,WR,WR,practice_squad,JAX,DEV,00-0041216,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2002-02-21,24.525667351129364,2026.0,2026.0,Penn State; Syracuse,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13600,Tyren Montgomery,WR,WR,practice_squad,TEN,DEV,00-0040919,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2001-07-03,25.163586584531142,2026.0,2026.0,John Carroll University; Nicholls State; LSU,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
13343,Vinny Anthony,WR,WR,practice_squad,ATL,DEV,00-0041185,sleeper_id,,verified_nfl_join,no_draft_record_1_source,0,1,,,,,,,2003-06-27,23.1813826146475,2026.0,2026.0,Wisconsin,0,,,,,False,False,,False,no_nfl_history,,,never_appeared_no_draft_record,"no championship-window stat row in the common outcome artifact 2001–2025; a statement about the artifact's records, not a claim of zero individual production observed","birth_date,entry_season,college"
