player_id,name,draft_season,pick,round,draft_position,veteran_position,experience,target_season,rookie_forecast_year,rookie_information_through_season,veteran_feature_season,veteran_information_through_season,information_gap_seasons,appeared,points,games,label_source,rookie_p_appear,rookie_e_points,rookie_e_points_given_appear,rookie_e_games,veteran_p_appear,veteran_e_points,veteran_e_points_given_appear,veteran_e_games,veteran_games_t,thin_history,veteran_row_without_window_appearance,err_rookie,err_veteran,abs_err_rookie,abs_err_veteran,sq_err_rookie,sq_err_veteran,veteran_closer
00-0032134,C.J. Uzomah,2015,157,5,TE,TE,1,2016,2015,2014,2015,2015,1,1.0,44.1,7.0,artifact,0.7429150788769275,35.20537949367022,47.38816117030571,6.51714266819759,0.6064555358941038,8.597759575549471,14.177065038863407,4.144117346965872,3,True,False,-8.89462050632978,-35.502240424450534,8.89462050632978,35.502240424450534,79.11427395162222,1260.4090751554895,False
00-0032112,JJ Nelson,2015,159,5,WR,WR,1,2016,2015,2014,2015,2015,1,1.0,127.6,13.0,artifact,0.7132871704857755,40.32550157455264,56.53473557794324,6.937157676606664,0.8921204421794234,64.3534605936973,72.13539512275241,9.403406635516086,12,False,False,-87.27449842544735,-63.24653940630269,87.27449842544735,63.24653940630269,7616.838075413411,4000.124746872999,True
00-0032135,Jesse James,2015,160,5,TE,TE,1,2016,2015,2014,2015,2015,1,1.0,87.2,15.0,artifact,0.7536575319471165,38.344074223686334,50.877318408299146,6.623084823927289,0.8083234834090406,41.793258148188315,51.703629804157785,7.047448167245382,6,False,False,-48.85592577631367,-45.40674185181169,48.85592577631367,45.40674185181169,2386.9014834606705,2061.772205597067,True
00-0031598,Nick Boyle,2015,171,5,TE,TE,1,2016,2015,2014,2015,2015,1,1.0,10.4,3.0,artifact,0.7299612645487353,32.89570188816373,45.06499657690736,6.335072728100007,0.8661999892733391,47.75292823464757,55.12921822442854,8.215909790328862,9,False,False,22.49570188816373,37.35292823464757,22.49570188816373,37.35292823464757,506.0566034411332,1395.2412477027317,False
00-0031951,James O'Shaughnessy,2015,173,5,TE,TE,1,2016,2015,2014,2015,2015,1,1.0,1.9,11.0,artifact,0.7085191357660109,28.86846038741811,40.744785751209335,6.114218632227312,0.7401554218014805,25.54023459906563,34.506583140204114,5.929453150888776,6,False,False,26.968460387418112,23.640234599065632,26.968460387418112,23.640234599065632,727.2978556677399,558.8606918988598,True
00-0031599,Cameron Artis-Payne,2015,174,5,RB,RB,1,2016,2015,2014,2015,2015,1,1.0,28.5,3.0,artifact,0.6837034804172071,34.272840181628986,50.128222487203274,6.504969269607128,0.6985386464920605,40.6444991677563,58.18504011462487,6.3129138748196105,7,False,False,5.772840181628986,12.144499167756301,5.772840181628986,12.144499167756301,33.325683762630185,147.48886003563348,False
00-0031600,Keith Mumphery,2015,175,5,WR,WR,1,2016,2015,2014,2015,2015,1,1.0,11.6,7.0,artifact,0.6981581026608333,37.72846495506641,54.04000155734778,6.75103593524237,0.890441160952879,42.26720243443813,47.46770958926376,9.535995867433943,15,False,False,26.128464955066406,30.66720243443813,26.128464955066406,30.66720243443813,682.6966809081333,940.477305154808,False
00-0032115,Kaelin Clay,2015,184,6,WR,WR,1,2016,2015,2014,2015,2015,1,0.0,0.0,0.0,convention_zero,0.6339875150053537,29.85892950523681,47.09703077510078,5.757828712028469,0.6250213209972499,16.34675163514624,26.15391041231082,5.507730224506109,7,False,False,29.85892950523681,16.34675163514624,29.85892950523681,16.34675163514624,891.5556711987012,267.2162890211563,True
00-0031953,Geremy Davis,2015,186,6,WR,WR,1,2016,2015,2014,2015,2015,1,1.0,0.0,2.0,artifact,0.6319905011424135,29.587104946076217,46.81574310467211,5.735713197463756,0.5368699875060232,12.248588332207325,22.814812929117043,4.491977737955125,5,False,False,29.587104946076217,12.248588332207325,29.587104946076217,12.248588332207325,875.3967790901277,150.0279161318854,True
00-0031954,Evan Spencer,2015,187,6,WR,WR,1,2016,2015,2014,2015,2015,1,0.0,0.0,0.0,convention_zero,0.65414279343025,33.152078870921976,50.680186656305224,5.958465708299659,0.3766627575354573,4.995282972995304,13.26195083814484,2.7995090423917373,1,True,True,33.152078870921976,4.995282972995304,33.152078870921976,4.995282972995304,1099.0603334638313,24.952851980296806,True
00-0032117,Nick O'Leary,2015,194,6,TE,TE,1,2016,2015,2014,2015,2015,1,1.0,22.4,12.0,artifact,0.6294252550859045,20.13576099390692,31.99071030468705,5.000898768048863,0.5988266190066726,12.297090178348318,20.535309867732007,4.0981005343670995,3,True,False,-2.264239006093078,-10.10290982165168,2.264239006093078,10.10290982165168,5.126778276713369,102.06878686442599,False
00-0032068,Malcolm Johnson,2015,195,6,TE,RB,1,2016,2015,2014,2015,2015,1,1.0,7.6,5.0,artifact,0.628540323093209,20.019559998985677,31.85087617046471,4.990321007227563,0.6092433556130216,17.657022506844637,28.981887687684527,5.140532043056526,5,False,False,12.419559998985678,10.057022506844637,12.419559998985678,10.057022506844637,154.24547056840512,101.14370170317959,True
00-0031610,Darren Waller,2015,204,6,WR,TE,1,2016,2015,2014,2015,2015,1,1.0,30.5,9.0,artifact,0.6356837608957929,30.777423989746634,48.41625015931774,5.758115555813084,0.6315489446817757,11.477808750837072,18.17406053401055,4.459963523081265,4,True,False,0.27742398974663374,-19.02219124916293,0.27742398974663374,19.02219124916293,0.07696407008694034,361.84375991973076,False
00-0031611,Josh Robinson,2015,205,6,RB,RB,1,2016,2015,2014,2015,2015,1,0.0,0.0,0.0,convention_zero,0.6584471212769873,30.608009700547296,46.48514468585777,5.855194900087331,0.6386505124830657,24.38807873136072,38.18689291665978,5.462499836493734,5,False,False,30.608009700547296,24.38807873136072,30.608009700547296,24.38807873136072,936.8502578287973,594.7783842070492,True
00-0032120,Neal Sterling,2015,220,7,WR,TE,1,2016,2015,2014,2015,2015,1,1.0,23.0,6.0,artifact,0.5449057343836532,20.05773163855981,36.8095440604002,4.5876807412066425,0.4717868090621311,1.740539559546139,3.6892501573034058,2.7750060681360136,1,True,False,-2.9422683614401883,-21.25946044045386,2.9422683614401883,21.25946044045386,8.65694311073193,451.96465821922266,False
00-0031959,Marcus Murphy,2015,230,7,RB,RB,1,2016,2015,2014,2015,2015,1,1.0,1.3,2.0,artifact,0.5782497363079808,21.17953743484306,36.626972923620414,4.763875478819473,0.8258153183066153,27.27180056616075,33.02409141802218,8.0588758693251,13,False,False,19.87953743484306,25.97180056616075,19.87953743484306,25.97180056616075,395.1960086233265,674.5344246484278,False
00-0031962,Mario Alford,2015,238,7,WR,WR,1,2016,2015,2014,2015,2015,1,1.0,0.0,2.0,artifact,0.5273518622625896,18.332512006994612,34.763339847401774,4.415739683272392,0.4291480327147572,11.95639686649221,27.86077519884449,3.3203454094971243,1,True,False,18.332512006994612,11.95639686649221,18.332512006994612,11.95639686649221,336.08099648660163,142.9554260290647,True
00-0032123,Tre McBride,2015,245,7,WR,WR,1,2016,2015,2014,2015,2015,1,0.0,0.0,0.0,convention_zero,0.5399589294808443,20.525497920116244,38.013072475439834,4.531792638918403,0.6122118045623541,18.5865236601258,30.359629660216314,5.3277673077195455,6,False,False,20.525497920116244,18.5865236601258,20.525497920116244,18.5865236601258,421.29606486869625,345.4588617684161,True
00-0032141,Geoff Swaim,2015,246,7,TE,TE,1,2016,2015,2014,2015,2015,1,1.0,12.9,7.0,artifact,0.5599098164100159,15.622472210283153,27.901765163629463,4.030514250729133,0.5608909837165303,6.755856016220736,12.044864710528294,3.648933578732317,2,True,False,2.7224722102831524,-6.144143983779264,2.7224722102831524,6.144143983779264,7.411854935764033,37.750505293410924,False
00-0032156,Trevor Siemian,2015,250,7,QB,QB,1,2016,2015,2014,2015,2015,1,1.0,178.0,13.0,artifact,0.2218412235409585,5.725855250416044,25.810600748687627,0.909372080576148,0.4389811646561083,4.9915779242517635,11.370824823798747,1.7539325910869343,1,True,False,-172.27414474958397,-173.00842207574823,172.27414474958397,173.00842207574823,29678.38094920061,29931.914109140245,False
00-0033106,Jared Goff,2016,1,1,QB,QB,1,2017,2016,2015,2016,2016,1,1.0,255.26,15.0,artifact,0.9905919344327891,209.4113040645444,211.40017073170787,14.115476840916724,0.790492994498741,62.66440252272703,79.27255897120646,6.069134016721039,7,False,False,-45.848695935455595,-192.59559747727297,45.848695935455595,192.59559747727297,2102.1029189818623,37093.06416762776,False
00-0032950,Carson Wentz,2016,2,1,QB,QB,1,2017,2016,2015,2016,2016,1,1.0,281.74,13.0,artifact,0.9787898717669162,181.16471943172647,185.0905129460392,13.046136093553253,0.9392013752535951,156.8736767747036,167.02879798525197,10.791411121288066,16,False,False,-100.57528056827354,-124.86632322529641,100.57528056827354,124.86632322529641,10115.387061386942,15591.598675804198,False
00-0033045,Ezekiel Elliott,2016,4,1,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,186.1,9.0,artifact,0.9929526397295938,227.6572169259684,229.27298626041747,14.869745688310784,0.9943349152841175,214.1064194178796,215.32626092758855,12.568297799335095,16,False,False,41.55721692596842,28.006419417879613,41.55721692596842,28.006419417879613,1727.002278631996,784.3595286101843,True
00-0032966,Corey Coleman,2016,15,1,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,62.7,8.0,artifact,0.965366178302952,147.0647347912681,152.3408817261424,12.865418383937977,0.929845795024842,98.06020323484356,105.45856502176662,10.030004483537647,10,False,False,84.3647347912681,35.36020323484355,84.3647347912681,35.36020323484355,7117.408476401003,1250.3439728094404,True
00-0033127,Will Fuller,2016,21,1,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,109.5,9.0,artifact,0.9625089770488608,137.68638279684836,143.04945312718766,12.637418226843456,0.9729577889775292,116.7911483899084,120.03722022991658,11.687758483184714,16,False,False,28.186382796848363,7.2911483899084,28.186382796848363,7.2911483899084,794.4721751704693,53.16084484366386,True
00-0032760,Josh Doctson,2016,22,1,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,112.1,14.0,artifact,0.95195844841799,130.70555312693128,137.30174183982928,12.431679137036372,0.4893208306887002,20.226361784469212,41.33558294667608,4.027010828747077,2,True,False,18.605553126931284,-91.87363821553078,18.605553126931284,91.87363821553078,346.1666071590625,8440.765398958238,False
00-0032951,Laquon Treadwell,2016,23,1,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,35.400000000000006,12.0,artifact,0.9695206574979444,140.5809137723801,145.00043158974995,12.719760620601336,0.577127333020347,14.548386647636164,25.208278685222577,4.802865434862984,4,True,False,105.18091377238008,-20.85161335236384,105.18091377238008,20.85161335236384,11063.024621992854,434.789779396478,True
00-0033108,Paxton Lynch,2016,26,1,QB,QB,1,2017,2016,2015,2016,2016,1,1.0,1.3400000000000003,1.0,artifact,0.9482121728735848,118.74189956104718,125.22714109564356,9.753154938261035,0.7190026636529727,48.22901286019757,67.07765533880601,4.921280201355032,3,True,False,117.40189956104717,46.88901286019757,117.40189956104717,46.88901286019757,13783.206020542208,2198.579527003773,True
00-0033090,Hunter Henry,2016,35,2,TE,TE,1,2017,2016,2015,2016,2016,1,1.0,126.9,12.0,artifact,0.9482246118021036,104.65565214182566,110.3701072923295,11.338295775970357,0.9592344962735736,104.58167997011908,109.026187419653,11.293075173294213,13,False,False,-22.24434785817435,-22.318320029880923,22.24434785817435,22.318320029880923,494.81101163546583,498.107408956184,False
00-0032385,Sterling Shepard,2016,40,2,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,144.5,11.0,artifact,0.9149533642790326,105.0814348924794,114.84895186464692,11.108560791676124,0.981939113066108,145.40505264654828,148.07949974873753,12.31982374740983,17,False,False,-39.41856510752061,0.9050526465482847,39.41856510752061,0.9050526465482847,1553.823275135841,0.8191202930240543,True
00-0032764,Derrick Henry,2016,45,2,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,116.3,15.0,artifact,0.9589249530152428,126.36827166336654,131.7811902443609,11.932912021699911,0.9499275483221976,94.9768136347532,99.98321851230156,10.235331781436164,14,False,False,10.068271663366545,-21.323186365246798,10.068271663366545,21.323186365246798,101.37009428734973,454.67827676704695,False
00-0032765,Michael Thomas,2016,47,2,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,243.1,15.0,artifact,0.9117471055357056,100.65291695276386,110.3956528533472,10.98340589056003,0.989229822164424,191.9216418190232,194.01117669410812,12.756975976284172,15,False,False,-142.44708304723613,-51.1783581809768,142.44708304723613,51.1783581809768,20291.171468666187,2619.224346100355,True
00-0033009,Tyler Boyd,2016,55,2,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,36.4,9.0,artifact,0.936685488943812,107.70129895047631,114.98128264153873,11.278648162832742,0.9683406457099648,106.52245994768904,110.00515202952084,11.49323635901838,16,False,False,71.30129895047631,70.12245994768904,71.30129895047631,70.12245994768904,5083.875232025194,4917.159389115253,True
00-0033118,Kenyan Drake,2016,73,3,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,130.3,15.0,artifact,0.9192291124103568,99.67222361458688,108.4302294922224,10.564533561165916,0.9389490297838516,64.08381660640255,68.2505807808916,10.029177837008698,16,False,False,-30.627776385413128,-66.21618339359746,30.627776385413128,66.21618339359746,938.06068631487,4384.582943214532,False
00-0032392,Austin Hooper,2016,81,3,TE,TE,1,2017,2016,2015,2016,2016,1,1.0,113.1,15.0,artifact,0.8918777185462644,74.8367121419373,83.90916219313006,9.453163866683102,0.9664288574706242,78.0036503705069,80.71328765436614,11.45499462665629,16,False,False,-38.2632878580627,-35.09634962949309,38.2632878580627,35.09634962949309,1464.0791977089682,1231.7537573156199,True
00-0033069,Braxton Miller,2016,85,3,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,38.400000000000006,9.0,artifact,0.8527563476044713,75.1194253892885,88.09013922946566,9.492663897022746,0.7708268125956087,37.64008664607162,48.83079575206522,7.551997879136871,10,False,False,36.71942538928849,-0.7599133539283827,36.71942538928849,0.7599133539283827,1348.3162009195241,0.5774683054786833,True
00-0033060,Leonte Carroo,2016,86,3,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,13.9,4.0,artifact,0.8740538524862783,80.61421213280457,92.23025778502604,9.761615611177522,0.6407449274963117,24.12022644974464,37.64403807923003,5.5920420381826315,5,False,False,66.71421213280456,10.220226449744638,66.71421213280456,10.220226449744638,4450.786100500847,104.45302868405989,True
00-0032393,C.J. Prosise,2016,90,3,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,17.0,4.0,artifact,0.9074065145726664,91.55533749619352,100.89781815078828,10.277920543412632,0.8695860358871097,92.64134736325504,106.5349988845518,8.329806348592042,6,False,False,74.55533749619352,75.64134736325504,74.55533749619352,75.64134736325504,5558.498349171319,5721.61343092861,False
00-0033119,Jacoby Brissett,2016,91,3,QB,QB,1,2017,2016,2015,2016,2016,1,1.0,195.56,15.0,artifact,0.6940057895273778,53.75631001716963,77.45801379233163,5.274733080779023,0.6745880539224531,42.49806974317195,62.998550739318745,4.453711216952638,3,True,False,-141.80368998283038,-153.06193025682805,141.80368998283038,153.06193025682805,20108.28649274667,23427.954493946094,False
00-0033104,Cody Kessler,2016,93,3,QB,QB,1,2017,2016,2015,2016,2016,1,1.0,2.94,3.0,artifact,0.689029622027406,52.995194616263255,76.91279579581759,5.218887728832468,0.8262264877530188,77.39711962820026,93.67542771315308,6.930958772844113,9,False,False,50.05519461626326,74.45711962820026,50.05519461626326,74.45711962820026,2505.52250807199,5543.862663328125,False
00-0032394,Nick Vannett,2016,94,3,TE,TE,1,2017,2016,2015,2016,2016,1,1.0,30.4,10.0,artifact,0.8490544445539685,60.57453742539339,71.34352551115241,8.806585822618265,0.6140710891008914,14.411023461699273,23.46800511777807,4.235069187644921,3,True,False,30.17453742539339,-15.988976538300726,30.17453742539339,15.988976538300726,910.5027088364662,255.64737074233105,True
00-0032893,Connor Cook,2016,100,4,QB,QB,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.6031765011268072,41.70894520472881,69.14882315012508,4.173737251667302,0.5955849728968257,23.989773236504274,40.279346068491336,3.271079056058167,2,True,True,41.70894520472881,23.989773236504274,41.70894520472881,23.989773236504274,1739.6361100910706,575.5092199388968,True
00-0032398,Chris Moore,2016,107,4,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,52.3,12.0,artifact,0.7896868640185052,59.85035843859213,75.78998862160333,8.235974062628,0.8652009122701898,36.9186036598437,42.6705556319554,9.07216014857781,14,False,False,7.550358438592134,-15.3813963401563,7.550358438592134,15.3813963401563,57.007912551219455,236.5873533729736,False
00-0033110,Tyler Higbee,2016,110,4,TE,TE,1,2017,2016,2015,2016,2016,1,1.0,60.5,14.0,artifact,0.7909467595246544,48.68766896719028,61.5561899469071,7.637962663867853,0.9014945563715656,41.69067624440803,46.2461763631821,8.85270430212291,12,False,False,-11.812331032809723,-18.80932375559197,11.812331032809723,18.80932375559197,139.53116442867963,353.79066014267636,False
00-0032400,Malcolm Mitchell,2016,112,4,WR,WR,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.7524850951365769,52.72343169802737,70.06574886172065,7.795226219850987,0.9369523780010194,95.18885578550857,101.59412369345094,10.624720013223149,14,False,False,52.72343169802737,95.18885578550857,52.72343169802737,95.18885578550857,2779.760250016557,9060.918265754348,False
00-0033079,Ricardo Louis,2016,114,4,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,62.7,13.0,artifact,0.8122040912394302,63.76060410152971,78.50318016033445,8.47582109237788,0.9059838044475712,51.87186249618741,57.25473484354013,9.724255890509472,14,False,False,1.0606041015297052,-10.828137503812592,1.0606041015297052,10.828137503812592,1.1248810601816333,117.24856180147277,False
00-0033111,Pharoh Cooper,2016,117,4,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,21.0,15.0,artifact,0.8305636853539811,68.31301802233185,82.24898250062218,8.690746426770946,0.8197184079406044,39.184931261076855,47.80291729634568,7.928227280546187,9,False,False,47.313018022331846,18.184931261076855,47.313018022331846,18.184931261076855,2238.521674381498,330.69172497009026,True
00-0032404,Tyler Ervin,2016,119,4,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,13.0,4.0,artifact,0.8484307827343024,72.03529502841056,84.90415069129969,8.94052888544485,0.8650558992919538,33.82340917436459,39.09968038140538,8.59903645625138,14,False,False,59.03529502841056,20.823409174364592,59.03529502841056,20.823409174364592,3485.1660590914767,433.61436964301146,True
00-0032775,Demarcus Robinson,2016,126,4,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,35.1,9.0,artifact,0.82353294823342,66.04943949261748,80.20254639999735,8.581388591952662,0.6372357178015744,14.436961551392352,22.655606313467516,5.625653014496074,7,False,False,30.94943949261748,-20.66303844860765,30.94943949261748,20.66303844860765,957.8678049071905,426.9611579286381,True
00-0032411,Kenneth Dixon,2016,134,4,RB,RB,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.8364881534941404,67.44833479491179,80.63274358778384,8.735882305114187,0.9383304505589336,97.79901311293246,104.22662192693063,9.861746551770509,12,False,False,67.44833479491179,97.79901311293246,67.44833479491179,97.79901311293246,4549.277866606508,9564.646965863534,False
00-0033077,Dak Prescott,2016,135,4,QB,QB,1,2017,2016,2015,2016,2016,1,1.0,247.9,15.0,artifact,0.5209237960290858,32.1006203923461,61.62248804344075,3.4164723637266463,0.9659788259531602,207.72791116128087,215.04395912230223,12.56430273037948,17,False,False,-215.79937960765392,-40.172088838719134,215.79937960765392,40.172088838719134,46569.372239048316,1613.7967216659424,True
00-0032972,Devontae Booker,2016,136,4,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,85.80000000000001,12.0,artifact,0.7872789331271565,56.03340159451153,71.17350564931395,8.14449170035683,0.9554862416504232,101.61082817723523,106.34462721485303,10.603534691569507,16,False,False,-29.76659840548848,15.810828177235223,29.76659840548848,15.810828177235223,886.0503806336293,249.98228765005527,True
00-0033080,Seth Devalve,2016,138,4,TE,TE,1,2017,2016,2015,2016,2016,1,1.0,76.5,15.0,artifact,0.7701893496767436,43.139325554134466,56.01132445189029,7.272891778847069,0.8337975200976238,43.9603033848391,52.72299608146122,7.449441631722893,8,False,False,-33.360674445865534,-32.5396966151609,33.360674445865534,32.5396966151609,1112.9345994830257,1058.8318558067137,True
00-0033098,Cardale Jones,2016,139,4,QB,QB,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.5128390426394629,31.226872526549172,60.89020127218034,3.3454302513688483,0.4728704101239686,8.821943276859498,18.656154176673308,2.0359325953478753,1,True,True,31.226872526549172,8.821943276859498,31.226872526549172,8.821943276859498,975.1175677893515,77.8266831801265,True
00-0032778,Tajae Sharpe,2016,140,5,WR,WR,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.7640652537915904,54.51538761162911,71.3491254066357,7.48102826905837,0.9621082757724392,94.77245289107144,98.50497628760375,11.260882142258,16,False,False,54.51538761162911,94.77245289107144,54.51538761162911,94.77245289107144,2971.9274864461645,8981.817826990355,False
00-0032940,DeAndre Washington,2016,143,5,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,82.7,14.0,artifact,0.75160577846851,51.02411688288216,67.88680761189747,7.351663111323909,0.929646114257838,79.29063776344812,85.29120548925007,9.801183387098034,14,False,False,-31.67588311711784,-3.4093622365518854,31.67588311711784,3.4093622365518854,1003.361571249311,11.623750860026075,True
00-0032417,Paul Perkins,2016,149,5,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,18.8,7.0,artifact,0.7939293227330405,59.81000110302886,75.3341631181193,7.808542175238382,0.9470925034975596,82.50111306694039,87.10987866788977,10.197444773573022,15,False,False,41.010001103028856,63.701113066940394,41.010001103028856,63.701113066940394,1681.8201904704279,4057.831805967124,False
00-0032780,Jordan Howard,2016,150,5,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,197.3,15.0,artifact,0.792997671865734,59.54896562951,75.09349364091513,7.79517008952284,0.9833691078336144,160.6958161775982,163.41352895619724,11.56671966402957,15,False,False,-137.75103437049,-36.60418382240181,137.75103437049,36.60418382240181,18975.347470139917,1339.8662733041822,True
00-0032782,Wendell Smallwood,2016,153,5,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,40.7,7.0,artifact,0.7697465268377621,53.81906078212933,69.91790012125986,7.521166523777247,0.9010508289920848,64.37469322614693,71.44401975430891,9.08466597642091,12,False,False,13.119060782129324,23.67469322614693,13.119060782129324,23.67469322614693,172.10975580520366,560.4910993521672,False
00-0032974,Jordan Payton,2016,154,5,WR,WR,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.6989700454749208,41.79212804144698,59.79101438181229,6.74404168121215,0.3942146906758446,7.396050872960047,18.761479589409017,3.0654294054251525,2,True,False,41.79212804144698,7.396050872960047,41.79212804144698,7.396050872960047,1746.581966232699,54.70156851541307,True
00-0032975,Jonathan Williams,2016,156,5,RB,RB,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.7671033341085313,53.09830849267286,69.21923831080677,7.48352024218439,0.7634630607222671,31.96722658269437,41.87134679764607,6.913884988012868,8,False,False,53.09830849267286,31.96722658269437,53.09830849267286,31.96722658269437,2819.4303647830543,1021.9035753893215,True
00-0032784,Kevin Hogan,2016,162,5,QB,QB,1,2017,2016,2015,2016,2016,1,1.0,33.78,4.0,artifact,0.4020105877568478,20.54518086882611,51.10606908008269,2.3203108386337323,0.60816205670415,27.127895220968423,44.60635931150374,3.5008600861720067,3,True,False,-13.23481913117389,-6.652104779031578,13.23481913117389,6.652104779031578,175.16043743488638,44.250497991214765,True
00-0032423,Trevor Davis,2016,163,5,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,4.7,14.0,artifact,0.6926557675794383,40.32821365139869,58.22259127694852,6.660046952485773,0.7179980043518341,24.227544148298342,33.74319148723753,6.736478880892929,9,False,False,35.62821365139869,19.527544148298343,35.62821365139869,19.527544148298343,1269.3696079897118,381.32498046374087,True
00-0033040,Tyreek Hill,2016,165,5,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,245.2,15.0,artifact,0.7202143863945152,44.90459195337005,62.34892387830261,6.9510820966238285,0.9889348029919016,167.41392376191305,169.28711908552782,12.731897277620815,17,False,False,-200.29540804662994,-77.78607623808693,200.29540804662994,77.78607623808693,40118.25048456599,6050.673656517472,True
00-0032426,Alex Collins,2016,171,5,RB,RB,1,2017,2016,2015,2016,2016,1,1.0,153.4,14.0,artifact,0.7543001561176336,49.72045439501632,65.91600703216928,7.303667802174848,0.8801311490746305,58.847054563110405,66.86168831200006,8.680184271377128,11,False,False,-103.67954560498369,-94.5529454368896,103.67954560498369,94.5529454368896,10749.448176855893,8940.259490791423,True
00-0032977,Rashard Higgins,2016,172,5,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,46.8,13.0,artifact,0.7366659842405638,48.37293261100962,65.66467523388873,7.123829792808151,0.7897161166647608,30.061757126450896,38.06653617937025,7.637760802079786,10,False,False,1.5729326110096196,-16.7382428735491,1.5729326110096196,16.7382428735491,2.4741169987775393,280.1687744939173,False
00-0033112,Temarrick Hemingway,2016,177,6,TE,TE,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.607788345015466,23.118806574368975,38.03759444215846,4.9071118420372075,0.5269053737180472,2.9814950179193707,5.658501823355479,3.262202867212921,2,True,False,23.118806574368975,2.9814950179193707,23.118806574368975,2.9814950179193707,534.4792174230861,8.889312541878029,True
00-0032429,Jerell Adams,2016,184,6,TE,TE,1,2017,2016,2015,2016,2016,1,1.0,17.200000000000003,8.0,artifact,0.6022181695230736,22.335809422812737,37.08923203114507,4.8401243535752085,0.8577957994579297,41.92487005531054,48.87511699381635,7.921629662409812,10,False,False,5.135809422812734,24.72487005531054,5.135809422812734,24.72487005531054,26.376538427452072,611.3191992519918,False
00-0032791,Jakeem Grant,2016,186,6,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,40.9,14.0,artifact,0.6113208416511189,29.73075669208669,48.63363829014364,5.48384499836323,0.8445519604736983,27.797500654857735,32.91390222961116,8.873666473894955,15,False,False,-11.169243307913309,-13.102499345142263,11.169243307913309,13.102499345142263,124.75199607136624,171.67548908945344,False
00-0032430,David Morgan,2016,188,6,TE,TE,1,2017,2016,2015,2016,2016,1,1.0,19.0,8.0,artifact,0.5991368883629048,21.90647023731767,36.56338086138446,4.803214853128857,0.5406317767983055,5.86574171039465,10.849790859746284,3.417108357259037,2,True,False,2.90647023731767,-13.13425828960535,2.90647023731767,13.13425828960535,8.447569240413433,172.50874081806685,False
00-0032795,Cody Core,2016,199,6,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,0.0,7.0,artifact,0.6317557580097657,32.36558443674828,51.231166517120954,5.669497730252553,0.8023116754262086,51.27966540803844,63.91489364877728,7.67712236251015,7,False,False,32.36558443674828,51.27966540803844,32.36558443674828,51.27966540803844,1047.5310559322825,2629.604084360374,False
00-0033114,Mike Thomas,2016,206,6,WR,WR,1,2017,2016,2015,2016,2016,1,1.0,3.8,5.0,artifact,0.6261948056782776,31.482886131506252,50.276504765006514,5.606897237785064,0.7061998048302616,21.643649021273166,30.64805296353108,6.470678319588134,8,False,False,27.68288613150625,17.843649021273166,27.68288613150625,17.843649021273166,766.3421845699411,318.3958103943828,True
00-0032441,Aaron Burbridge,2016,213,6,WR,WR,1,2017,2016,2015,2016,2016,1,0.0,0.0,0.0,convention_zero,0.6207537318887149,30.636522669115493,49.353747058274365,5.546013767391838,0.8793523747121255,36.053109574857146,40.99961586691557,9.36964683960043,15,False,False,30.636522669115493,36.053109574857146,30.636522669115493,36.053109574857146,938.5965212552275,1299.826710016656,False
